original_amount,txn_date,plaid_category,plaid_dirty_name
5,2018-02-15,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
10,2020-06-02,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/01
49.74,2021-01-26,['Service'],Hover.Com
33.5,2020-10-26,"['Shops', 'Pharmacies']",JEWEL OSCO 3346 ELMHURST IL 997855 10/25
62.27,2019-08-26,"['Shops', 'Convenience Stores']",Cumberland Farms
6.62,2019-12-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
24,2019-05-28,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
10,2020-10-27,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/26
10,2019-11-05,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 11/04
14.51,2020-08-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
8.55,2019-11-23,"['Shops', 'Clothing and Accessories']",T.J.Maxx
9.81,2021-01-14,"['Shops', 'Discount Stores']",Dollar General
3.94,2021-01-19,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
112.95,2019-05-28,"['Service', 'Insurance']",State Farm
30,2020-10-09,"['Travel', 'Gas Stations']",QuikTrip
719.59,2019-01-22,"['Transfer', 'Debit']",ALLY CASHBACK
27.56,2020-06-28,"['Service', 'Shipping and Freight']",UPS
17.51,2019-12-18,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5.13,2020-01-25,"['Travel', 'Gas Stations']",QuikTrip
53.66,2020-10-18,"['Shops', 'Beauty Products']",Sephora
5,2020-10-08,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 10/07
32,2017-07-10,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
12.25,2019-10-07,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
8.77,2019-04-01,"['Shops', 'Clothing and Accessories']",ROSS STORES #1 04/01 PURCHASE
11.49,2020-10-02,"['Shops', 'Discount Stores']",Dollar General
5,2019-10-22,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
66,2021-02-01,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
2.42,2020-05-11,"['Service', 'Shipping and Freight']",UPS
4.28,2019-07-18,"['Shops', 'Discount Stores']",Dollar Tree
13.32,2019-09-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5.49,2021-01-21,"['Shops', 'Pharmacies']",Duane Reade
9.99,2020-03-02,['Service'],WIX.COM*6147471
1,2019-05-03,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 04/20
1,2020-04-29,"['Service', 'Shipping and Freight']",UPS
18.81,2020-05-12,"['Shops', 'Discount Stores']",Dollar General
14.95,2020-10-08,"['Shops', 'Digital Purchase']",Audible
10.15,2020-01-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
129.21,2019-04-16,"['Shops', 'Beauty Products']",Sephora
13.75,2019-07-30,"['Travel', 'Gas Stations']",Sheetz
24.85,2020-01-17,['Service'],WIX.COM*5870244
8.26,2020-05-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5,2019-08-20,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
21.72,2020-09-15,"['Shops', 'Clothing and Accessories']",T.J.Maxx
7.7,2019-12-16,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
7,2020-12-28,"['Shops', 'Discount Stores']",Dollar General
4,2020-06-29,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/26
16.04,2019-09-17,"['Shops', 'Convenience Stores']",Cumberland Farms
34.19,2020-10-02,"['Shops', 'Discount Stores']",Dollar General
10,2020-05-26,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 05/25
25,2019-03-03,"['Travel', 'Parking']",SPOTHERO 8443568054
10,2020-06-04,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/03
4.24,2019-06-26,"['Shops', 'Pharmacies']",Duane Reade
5.09,2020-09-17,"['Travel', 'Gas Stations']",MARATHON PETRO144469
5,2019-04-24,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
35,2019-09-16,"['Transfer', 'Debit']",ALLY CASHBACK
7.11,2019-04-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
63.53,2020-09-06,"['Shops', 'Pets']",CHEWY INC
5,2019-05-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
23.81,2020-06-01,['Service'],"Recurring Payment - WIX*Wix.Com, Inc."
4.56,2016-08-29,"['Food and Drink', 'Restaurants']",DUNKIN #350831 Q35 RIDGEWOOD NY 08/28
5,2018-10-19,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
2.25,2020-01-14,['Food and Drink'],PepsiCo
6.74,2018-11-12,"['Food and Drink', 'Restaurants']",Panda Express
68.42,2020-09-14,"['Shops', 'Clothing and Accessories']",T.J. MAXX 2099 1/2 N MELROSE PARK IL 09/12
86.88,2019-12-18,"['Service', 'Insurance']",State Farm
14.95,2019-09-30,"['Shops', 'Digital Purchase']",Audible
7,2020-01-03,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
11.01,2020-05-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
100,2019-09-10,"['Transfer', 'Debit']",ALLY CASHBACK
11.18,2019-05-06,"['Shops', 'Pharmacies']",Duane Reade
2,2019-05-10,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 05/09
20,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/17
13.6,2020-03-30,"['Travel', 'Gas Stations']",Debit Purchase -visa 03/29 card 6332 Marathon Petro12versailles
6.11,2019-08-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
203.81,2018-09-20,"['Transfer', 'Debit']",ALLY CASHBACK
10.67,2021-01-27,"['Travel', 'Gas Stations']",POS DEBIT FOOD SMAR 2901 W ARMIT CHICAGO IL 00NN09742
4.99,2019-05-06,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
6.3,2020-10-05,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/05
16.24,2020-11-04,"['Shops', 'Digital Purchase']",Audible
15.77,2021-01-27,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
7.42,2020-10-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
16.1,2019-04-03,"['Travel', 'Gas Stations']",Sheetz
10.87,2019-10-22,"['Shops', 'Pharmacies']",Duane Reade
30.53,2018-12-03,"['Shops', 'Beauty Products']",Sephora
46.33,2020-08-13,"['Shops', 'Beauty Products']",Sephora
18.22,2019-08-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
14.38,2020-12-09,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
14.4,2019-07-23,"['Travel', 'Gas Stations']",Sheetz
10,2019-07-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
25,2019-04-25,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
9.99,2020-03-30,['Service'],WIX.COM*6341033
2.25,2019-10-09,['Food and Drink'],PepsiCo
43.93,2019-06-17,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
28.5,2019-05-07,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
3.57,2021-01-14,"['Travel', 'Gas Stations']",POS DEBIT FOOD SMAR 2901 W ARMIT CHICAGO IL 00NN09742
222.91,2018-08-01,"['Transfer', 'Debit']",ALLY CASHBACK
139.13,2019-09-18,"['Service', 'Insurance']",State Farm
6.15,2020-02-19,"['Travel', 'Gas Stations']",MARATHON PETRO1207 02-18 FORT
27.94,2020-03-23,"['Travel', 'Gas Stations']",Cumberland Farms
30,2020-10-09,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 10/08
20,2021-01-04,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
14.95,2020-12-21,['Service'],"Wix.Com, Inc"
9.78,2020-02-18,"['Shops', 'Pharmacies']",Duane Reade
13,2019-09-27,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
41.27,2021-01-15,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
9.99,2021-01-19,"['Shops', 'Pharmacies']",Duane Reade
174.9,2020-03-07,"['Shops', 'Beauty Products']",Sephora
5.72,2020-10-19,"['Shops', 'Discount Stores']",Dollar General
3,2018-11-20,"['Travel', 'Public Transportation Services']",VENTRA VENDING 10701
2.25,2020-12-10,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
29.9,2020-02-13,['Service'],WIX.COM*604553211 NY 02/11
53.78,2020-04-06,"['Travel', 'Gas Stations']",Cumberland Farms
10,2019-03-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
29.99,2020-07-28,"['Food and Drink', 'Restaurants']",Hover.Com
28.95,2020-12-09,"['Shops', 'Discount Stores']",Dollar General
3.03,2020-03-09,"['Shops', 'Pharmacies']",Duane Reade
29.9,2019-01-14,['Service'],WIX.COM*370137701 NY 01/11
4,2020-07-30,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/29
13.25,2019-05-01,"['Shops', 'Discount Stores']",Dollar General
5,2019-02-05,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
19.79,2020-12-28,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
14.93,2021-01-25,"['Service', 'Food and Beverage']",DOORDASH*DUNKIN WWW.DOORDASH.
10,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/18
3.87,2020-11-09,"['Shops', 'Discount Stores']",Dollar General
29.98,2018-07-07,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
7.41,2020-12-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
12.97,2020-10-21,"['Shops', 'Pharmacies']",Duane Reade
57.23,2019-03-11,"['Shops', 'Pets']",CHEWY.COM
8,2019-04-25,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
1.5,2019-10-24,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 10/23
5,2019-08-26,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 08/23
5,2018-10-30,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
32.49,2019-03-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
6.5,2020-05-21,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 05/20
24.85,2020-11-20,['Service'],"WIX*Wix.Com, Inc., 415-4499034, CA, US"
14.46,2019-11-18,"['Shops', 'Supermarkets and Groceries']",JEWEL OSCO 309 11/17 PURCHASE ALSIP IL DEBIT CARD *0044
32,2017-05-11,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
5,2019-06-13,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
6,2019-10-29,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 10/28
20,2020-05-21,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/20
12.83,2020-12-30,"['Service', 'Insurance']",State Farm
233.42,2019-07-24,"['Transfer', 'Debit']",ALLY CASHBACK
10,2020-08-24,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 08/23
21.78,2019-06-02,"['Shops', 'Beauty Products']",Sephora
25,2020-01-13,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/12
10.88,2020-04-07,"['Shops', 'Pharmacies']",Duane Reade
53.46,2019-04-29,"['Shops', 'Pets']",CHEWY.COM
9.08,2020-01-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
638.57,2019-02-15,"['Transfer', 'Debit']",ALLY CASHBACK
5,2019-09-21,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
8.29,2020-02-27,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
17.99,2020-12-18,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
12.98,2019-05-06,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
105,2020-03-03,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5.16,2019-12-30,"['Travel', 'Gas Stations']",MARATHON PETRO1207 12-28 FORT
7.05,2020-09-13,"['Travel', 'Gas Stations']",QuikTrip
8.49,2019-10-29,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
29.34,2019-10-06,"['Food and Drink', 'Restaurants']",Hover.Com
6,2019-11-20,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 11/19
8.8,2020-11-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
5.99,2020-03-10,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
20.02,2019-10-28,"['Shops', 'Pharmacies']",Duane Reade
2.25,2019-11-01,['Food and Drink'],PepsiCo
17.99,2020-12-18,"['Food and Drink', 'Restaurants']",DEBIT CARD AUTHORIZATION TROPICAL SMOOTHIE
159.85,2020-05-04,"['Shops', 'Beauty Products']",Sephora
18.44,2019-11-30,"['Food and Drink', 'Restaurants']",Chick-fil-A
12,2019-02-19,['Service'],WIX.COM*3906136
3.5,2019-03-25,"['Shops', 'Discount Stores']",Dollar General
4.28,2020-12-21,"['Travel', 'Gas Stations']",QuikTrip
152.72,2020-01-21,"['Transfer', 'Debit']",ALLY CASHBACK
7.22,2020-10-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
4,2020-08-03,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/31
9.5,2020-07-16,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 07/15
8.17,2019-06-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
1.5,2019-06-18,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/17
10.09,2019-10-15,"['Shops', 'Pharmacies']",Duane Reade
20,2019-09-09,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
18.49,2020-04-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
32,2017-09-28,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
14.99,2019-06-18,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
19.99,2020-09-05,"['Travel', 'Gas Stations']",QuikTrip
5,2019-01-24,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
1.75,2018-09-14,['Food and Drink'],PepsiCo
18.03,2020-10-19,"['Shops', 'Clothing and Accessories']",T J MAXX 503 FULTON S BROOKLYN NY 10/19
28,2020-01-03,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/02
18.5,2020-06-24,['Service'],"WIX*Wix.Com, Inc."
5,2018-05-13,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
15.51,2020-11-09,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
29.86,2020-04-29,"['Shops', 'Pharmacies']",Duane Reade
5,2018-03-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
57.45,2021-01-25,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
15.14,2021-01-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10,2020-01-22,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 01/21
67.47,2020-07-29,"['Shops', 'Pets']",VISA DDA PUR 469216 CHEWY COM *
14.95,2020-08-10,"['Shops', 'Digital Purchase']",Audible
13.32,2020-11-18,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/18
23.49,2020-06-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
39.2,2019-11-09,"['Shops', 'Beauty Products']",Sephora
25.57,2020-11-27,"['Shops', 'Pets']",POS DEBIT CHEWY.COM
5,2020-06-29,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/27
3.8,2020-01-15,"['Shops', 'Pharmacies']",Duane Reade
39.41,2020-09-28,"['Shops', 'Supermarkets and Groceries']",Casey's General Store
12.32,2020-08-05,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 08/04
16.24,2019-10-04,"['Shops', 'Digital Purchase']",Audible
98.68,2019-03-19,"['Service', 'Insurance']",State Farm
2.37,2020-09-08,"['Travel', 'Gas Stations']",QuikTrip
3.06,2020-05-11,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 05/11
10,2019-09-05,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
11.98,2020-01-13,"['Shops', 'Pharmacies']",Duane Reade
45,2019-10-17,['Service'],"WIX.COM, INC."
12.82,2019-09-16,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
8.05,2021-02-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
153.7,2019-10-20,"['Shops', 'Beauty Products']",Sephora
96.25,2020-06-23,"['Shops', 'Beauty Products']",Sephora
5,2018-06-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
34.67,2019-10-19,"['Food and Drink', 'Restaurants']",Hover.Com
3.5,2019-10-04,['Food and Drink'],PepsiCo
5,2018-05-01,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
4,2020-06-10,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/09
124.02,2020-11-18,"['Service', 'Insurance']",State Farm
54.7,2020-12-12,"['Shops', 'Discount Stores']",Dollar Tree
11.65,2020-12-14,"['Shops', 'Discount Stores']",Dollar Tree
4,2020-07-13,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/10
33,2020-11-12,"['Service', 'Business Services']",WIX.COM PREMIUM-PLAN 4154494724
2.6,2020-06-27,"['Food and Drink', 'Restaurants']",Sephora
40,2020-08-03,"['Shops', 'Clothing and Accessories']",ROSS STORES #1 08/01 PURCHASE CALUMET CITY IL DEBIT CARD *7258
3.49,2020-07-18,"['Travel', 'Gas Stations']",POS W/D: #003402 BULK MARATHON 43 RACINE WI Card 8193
7.46,2020-11-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
56.03,2019-11-20,"['Shops', 'Convenience Stores']",Cumberland Farms
14.95,2020-09-10,"['Shops', 'Digital Purchase']",Audible
19.64,2019-03-12,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
98.68,2019-02-20,"['Service', 'Insurance']",State Farm
11.27,2019-07-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
14.08,2020-03-16,"['Service', 'Insurance']",State Farm
40.88,2019-02-27,"['Service', 'Shipping and Freight']",UPS
5,2019-04-23,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
18.77,2019-11-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
3.26,2020-12-29,"['Shops', 'Pharmacies']",Duane Reade
9.68,2019-09-27,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
4.76,2019-12-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5,2019-03-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5,2018-06-27,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
2.67,2016-09-13,"['Food and Drink', 'Restaurants']",DUNKIN #331707 Q35 BROOKLYN NY 09/12
5.53,2020-03-02,"['Shops', 'Pharmacies']",Duane Reade
21.27,2021-01-06,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 01/06
30.74,2020-08-31,"['Shops', 'Beauty Products']",ULTA #1082 08/30 MOBILE PURCHASE
198.65,2021-01-04,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
35.06,2020-09-22,"['Shops', 'Beauty Products']",ULTA
192.06,2019-05-13,"['Shops', 'Beauty Products']",Sephora
41.28,2019-07-30,"['Travel', 'Gas Stations']",Sheetz
4.04,2020-11-30,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/30
29.55,2020-11-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
1.57,2018-12-07,"['Service', 'Shipping and Freight']",UPS
0.95,2019-02-08,"['Shops', 'Clothing and Accessories']",T.J.Maxx
25.21,2019-11-14,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
15.67,2020-09-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
27.27,2019-12-02,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
14.95,2020-11-10,"['Shops', 'Digital Purchase']",Audible
18.5,2020-04-22,['Service'],Recurring Payment - WIX.COM*650612371
33.23,2019-02-04,"['Shops', 'Pets']",CHEWY.COM FL 02/04
10,2020-07-07,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 07/06
10.89,2019-05-03,"['Shops', 'Beauty Products']",Sephora
1,2019-05-03,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 04/20
22.9,2019-09-23,"['Shops', 'Discount Stores']",Dollar General
5,2018-09-05,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
10.6,2020-11-11,"['Shops', 'Discount Stores']",Dollar Tree
124.02,2020-10-19,"['Service', 'Insurance']",State Farm
8,2019-05-16,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
10.85,2019-10-07,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
5,2019-10-24,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
7.78,2019-08-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
9.72,2019-05-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5.4,2020-12-29,['Food and Drink'],Smoothie King
113.79,2018-01-03,"['Shops', 'Beauty Products']",Sephora
14.91,2020-06-14,"['Travel', 'Gas Stations']",QuikTrip
300,2019-08-29,"['Transfer', 'Debit']",ALLY CASHBACK
153.44,2019-05-24,"['Service', 'Insurance']",State Farm
20,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/17
17.97,2019-12-23,"['Shops', 'Beauty Products']",ULTA #213 BALTIMORE MD 12/23
15.2,2020-05-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10.78,2020-04-29,['Service'],WIX.COM*6556570
7.27,2020-08-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
136.93,2019-11-16,"['Shops', 'Beauty Products']",ULTA
29.34,2019-10-25,"['Food and Drink', 'Restaurants']",Hover.Com
81.68,2020-09-23,"['Shops', 'Beauty Products']",Sephora
114.09,2019-10-30,"['Transfer', 'Debit']",ALLY CASHBACK
6.99,2020-01-17,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
9.24,2021-02-03,"['Travel', 'Gas Stations']",POS DEBIT FOOD SMAR 2901 W ARMIT
16.24,2020-06-04,"['Shops', 'Digital Purchase']",Audible
14.95,2020-11-08,"['Shops', 'Digital Purchase']",Audible
5,2020-07-03,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 07/02
170.17,2020-05-26,"['Service', 'Insurance']",State Farm
12.25,2019-09-30,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
13.17,2018-12-22,"['Food and Drink', 'Restaurants']",Hover.Com
25,2019-03-07,"['Travel', 'Parking']",NYCDOT PARKNYC NY 03/06
13.17,2018-12-02,"['Food and Drink', 'Restaurants']",Hover.Com
1.99,2019-04-07,"['Food and Drink', 'Restaurants']",White Castle
5,2018-12-13,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
10,2017-01-27,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
10.15,2020-03-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
19.79,2020-08-03,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
20.55,2020-04-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
54.04,2020-10-13,"['Shops', 'Convenience Stores']",Cumberland Farms
17.33,2020-02-03,"['Shops', 'Discount Stores']",Dollar General
4,2020-09-09,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 09/08
6.5,2020-01-30,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/29
3.37,2020-07-27,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 07/25
6.59,2019-05-31,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
